03-16_clone_A_1
Algorithm: Statistical
Corner+ Avg:223, Count:32
Corner- Avg:12145, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=250 NF=1.000000 SF=2.109617 SFGene=All 
Background=Avg:65.55,Stdev:1.08,Max:68.6,Min:63.3 Noise=Avg:2.80,Stdev:0.08,Max:3.1,Min:2.6 RawQ=2.57 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
93563_s_at	16	16	2.7	A	0.810313																															
93564_at	16	16	297.2	P	0.001354																															
93565_at	16	16	80.7	P	0.027860																															
93566_at	16	16	9.6	A	0.561639																															
93567_at	16	16	8.9	A	0.715253																															
93568_i_at	13	13	88.8	P	0.004387																															
93569_f_at	16	16	38.8	P	0.021866																															
93570_at	16	16	35.7	A	0.089405																															
93571_at	16	16	424.2	P	0.003067																															
93572_at	16	16	360.7	P	0.000959																															
93573_at	16	16	1697.4	P	0.000219																															
93574_at	16	16	1.4	A	0.968664																															
93575_at	16	16	110.0	P	0.002617																															
93578_at	16	16	23.6	A	0.218983																															
93579_at	16	16	287.2	P	0.000468																															
93580_at	16	16	1048.1	P	0.001602																															
93581_at	16	16	861.9	P	0.000219																															
93582_at	16	16	20.9	A	0.218983																															
93583_s_at	16	16	120.1	P	0.024711																															
93584_at	16	16	29.8	A	0.339558																															
93585_at	16	16	5.7	A	0.641310																															
93586_at	16	16	618.2	P	0.002228																															
93587_at	16	16	171.4	A	0.098054																															
93588_at	16	16	130.3	P	0.000322																															
93589_at	16	16	487.3	P	0.000468																															
93590_at	16	16	102.8	P	0.021866																															
93591_at	16	16	282.8	P	0.017001																															
93592_at	16	16	25.4	A	0.397994																															
93593_f_at	16	16	4100.0	P	0.000219																															
93594_r_at	16	16	279.6	P	0.017001																															
93595_at	16	16	1193.5	P	0.000388																															
93596_i_at	15	15	1809.5	P	0.000327																															
93597_at	16	16	30.1	A	0.397994																															
93598_at	16	16	264.7	P	0.003067																															
93599_at	16	16	637.4	P	0.000219																															
93600_at	16	16	460.2	P	0.000388																															
93601_at	16	16	29.8	A	0.127645																															
93602_at	16	16	715.0	P	0.000468																															
93603_at	16	16	440.9	P	0.000805																															
93604_f_at	16	16	101.6	P	0.039365																															
93605_r_at	16	16	10.7	A	0.378184																															
93606_s_at	16	16	38.7	A	0.358690																															
93727_at	16	16	580.5	P	0.000468																															
93728_at	16	16	1.5	A	0.849473																															
93729_at	16	16	57.2	A	0.250724																															
93730_at	16	16	10397.2	P	0.000219																															
93731_at	16	16	19.3	A	0.438361																															
93732_f_at	16	16	207.7	P	0.000219																															
93733_r_at	16	16	11.4	A	0.795978																															
93734_i_at	13	13	296.0	P	0.000936																															
93735_f_at	16	16	513.2	P	0.000219																															
93736_at	16	16	247.4	A	0.073830																															
93737_at	16	16	314.5	A	0.234557																															
93738_at	16	16	328.8	P	0.006532																															
93740_at	16	16	1666.8	P	0.000959																															
93741_at	16	16	165.2	P	0.000219																															
93742_at	16	16	44.8	A	0.107301																															
93743_at	16	16	254.4	P	0.003585																															
93744_at	16	16	81.3	A	0.127645																															
93747_at	16	16	279.2	P	0.001354																															
93748_at	16	16	985.4	P	0.000219																															
93749_at	16	16	10.4	A	0.500000																															
93750_at	16	16	157.7	P	0.000388																															
93751_at	16	16	836.8	P	0.000959																															
93752_at	16	16	413.7	P	0.000219																															
93753_at	16	16	99.4	P	0.002228																															
93754_at	16	16	1248.8	P	0.000266																															
93755_at	16	16	8.9	A	0.926170																															
93757_at	16	16	1238.5	P	0.000562																															
93758_at	16	16	191.3	P	0.009985																															
93760_at	16	16	1769.7	P	0.000219																															
93761_at	16	16	13.7	A	0.397994																															
93762_at	16	16	952.7	P	0.000562																															
93764_at	16	16	657.0	P	0.017001																															
93765_at	16	16	1.1	A	0.978134																															
93766_at	16	16	5.7	A	0.749276																															
93767_i_at	15	15	1224.9	P	0.000327																															
93768_f_at	13	13	872.9	P	0.000737																															
93769_at	16	16	510.5	P	0.027860																															
93770_at	16	16	1.6	A	0.991311																															
93771_at	16	16	12.5	A	0.926170																															
93772_i_at	15	15	611.3	P	0.000403																															
93773_f_at	16	16	545.1	P	0.000219																															
93774_at	16	16	359.5	P	0.002228																															
93775_at	16	16	291.5	P	0.024711																															
93776_at	16	16	100.5	P	0.006532																															
93777_at	16	16	205.5	P	0.011447																															
93778_at	16	16	549.6	P	0.000673																															
93779_at	16	16	1934.2	P	0.000322																															
93780_at	16	16	330.0	P	0.000388																															
93781_at	16	16	2.8	A	0.983000																															
93782_at	16	16	2548.8	P	0.000219																															
93783_at	16	16	154.2	A	0.218983																															
93784_at	16	16	315.6	P	0.001354																															
93785_at	16	16	27.6	A	0.438361																															
93786_i_at	13	13	348.4	P	0.000737																															
93787_f_at	14	14	2495.3	P	0.000491																															
93788_at	16	16	113.3	P	0.011447																															
93789_s_at	16	16	746.2	P	0.000219																															
93790_at	16	16	73.0	A	0.479380																															
93793_at	16	16	2252.8	P	0.000219																															
93794_at	16	16	399.3	P	0.000562																															
93795_at	16	16	165.8	P	0.027860																															
93796_at	16	16	13.0	A	0.234557																															
93797_g_at	16	16	542.7	P	0.000266																															
93798_at	16	16	1151.3	P	0.000388																															
93799_at	16	16	175.5	P	0.000468																															
93800_f_at	16	16	20.3	A	0.418069																															
93801_at	16	16	9.2	A	0.749276																															
93802_at	16	16	61.7	P	0.000266																															
93803_at	16	16	333.3	P	0.002228																															
93804_at	16	16	257.3	P	0.004180																															
93805_at	16	16	752.2	P	0.000562																															
93806_at	16	16	1001.5	P	0.000266																															
93807_at	16	16	7.7	A	0.697453																															
93808_at	16	16	61.7	M	0.048995																															
93809_at	16	16	1918.2	P	0.000219																															
93810_at	16	16	5803.5	P	0.000266																															
93812_at	16	16	515.3	P	0.001602																															
93815_at	16	16	950.4	P	0.001141																															
93817_at	16	16	57.2	A	0.358690																															
93818_g_at	16	16	1190.8	P	0.000266																															
93819_at	16	16	2481.1	P	0.000266																															
93820_at	16	16	2055.8	P	0.000388																															
93821_at	16	16	17.0	A	0.358690																															
93822_at	16	16	2944.5	P	0.000673																															
93823_at	16	16	51.4	P	0.003585																															
93824_at	16	16	73.8	A	0.138765																															
93826_at	16	16	2635.7	P	0.000388																															
93827_at	16	16	38.7	A	0.127645																															
93829_at	16	16	742.4	P	0.000388																															
93830_at	16	16	1375.7	P	0.000266																															
93831_at	16	16	189.7	P	0.000219																															
93832_at	16	16	467.3	P	0.000322																															
93833_s_at	16	16	16.8	A	0.479380																															
93834_at	16	16	80.7	A	0.218983																															
93835_at	16	16	215.6	P	0.002617																															
93836_at	16	16	95.0	P	0.000562																															
93837_at	16	16	27.1	A	0.458816																															
93838_at	16	16	1450.0	P	0.001354																															
93839_at	16	16	343.5	P	0.000562																															
93840_at	16	16	38.0	A	0.602023																															
93841_at	16	16	132.9	P	0.004863																															
93842_at	16	16	1038.3	P	0.000673																															
93843_at	16	16	559.5	P	0.003067																															
93844_at	16	16	2418.0	P	0.000219																															
93845_at	16	16	221.6	A	0.189687																															
93966_at	16	16	245.6	P	0.004180																															
93967_at	16	16	995.7	P	0.000468																															
93968_at	16	16	766.1	P	0.000219																															
93969_at	16	16	50.8	A	0.418069																															
93970_at	16	16	130.1	P	0.003067																															
93971_f_at	16	16	264.4	P	0.001602																															
